"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.116698598E1,6.231956959E0,6.037446022E0,7.662467957E0,1.157589984E1
1.117092544E1,-4.600535870E0,8.573477745E0,3.824778080E0,1.045458647E1
1.117486353E1,-4.600535870E0,8.573477745E0,3.824778080E0,1.045458647E1
1.117880322E1,-4.600535870E0,8.573477745E0,3.824778080E0,1.045458647E1
1.118274292E1,-4.600535870E0,8.573477745E0,3.824778080E0,1.045458647E1
1.118668290E1,-4.600535870E0,8.573477745E0,3.824778080E0,1.045458647E1
1.119062259E1,-8.207848549E0,2.842775106E0,-5.490506172E0,1.027598200E1
1.119456205E1,-8.207848549E0,2.842775106E0,-5.490506172E0,1.027598200E1
1.119850204E1,-8.207848549E0,2.842775106E0,-5.490506172E0,1.027598200E1
1.120244234E1,-8.207848549E0,2.842775106E0,-5.490506172E0,1.027598200E1
1.120638196E1,-8.207848549E0,2.842775106E0,-5.490506172E0,1.027598200E1
1.121032174E1,-9.303544998E0,-8.367390037E-1,-3.655148983E0,1.003076247E1
1.121426113E1,-9.303544998E0,-8.367390037E-1,-3.655148983E0,1.003076247E1
1.121820074E1,-9.303544998E0,-8.367390037E-1,-3.655148983E0,1.003076247E1
1.122214020E1,-9.303544998E0,-8.367390037E-1,-3.655148983E0,1.003076247E1
1.122607990E1,-9.303544998E0,-8.367390037E-1,-3.655148983E0,1.003076247E1
1.123001982E1,-9.034055710E0,5.727450252E-1,-1.560735941E0,9.185755065E0
1.123396074E1,-9.034055710E0,5.727450252E-1,-1.560735941E0,9.185755065E0
1.123789989E1,-9.034055710E0,5.727450252E-1,-1.560735941E0,9.185755065E0
1.124183866E1,-9.034055710E0,5.727450252E-1,-1.560735941E0,9.185755065E0
1.124577805E1,-9.034055710E0,5.727450252E-1,-1.560735941E0,9.185755065E0
1.124971804E1,-9.344526291E0,2.048434973E0,-1.773408055E0,9.729400473E0
1.125365835E1,-9.344526291E0,2.048434973E0,-1.773408055E0,9.729400473E0
1.125759859E1,-9.344526291E0,2.048434973E0,-1.773408055E0,9.729400473E0
1.126153828E1,-9.344526291E0,2.048434973E0,-1.773408055E0,9.729400473E0
1.126547743E1,-9.344526291E0,2.048434973E0,-1.773408055E0,9.729400473E0
1.126941704E1,-8.581134796E0,2.063751936E0,-2.439563990E0,9.156769021E0
1.127335712E1,-8.581134796E0,2.063751936E0,-2.439563990E0,9.156769021E0
1.127729612E1,-8.581134796E0,2.063751936E0,-2.439563990E0,9.156769021E0
1.128123526E1,-8.581134796E0,2.063751936E0,-2.439563990E0,9.156769021E0
1.128517487E1,-8.581134796E0,2.063751936E0,-2.439563990E0,9.156769021E0
1.128911433E1,-6.918697834E0,2.270864010E0,-2.396652937E0,7.666103859E0
1.129305425E1,-6.918697834E0,2.270864010E0,-2.396652937E0,7.666103859E0
1.129699425E1,-6.918697834E0,2.270864010E0,-2.396652937E0,7.666103859E0
1.130093302E1,-6.918697834E0,2.270864010E0,-2.396652937E0,7.666103859E0
1.130487241E1,-6.918697834E0,2.270864010E0,-2.396652937E0,7.666103859E0
1.130881179E1,-5.227475166E0,2.625622034E0,-2.272732019E0,6.275802619E0
1.131278153E1,-5.227475166E0,2.625622034E0,-2.272732019E0,6.275802619E0
1.131675125E1,-5.227475166E0,2.625622034E0,-2.272732019E0,6.275802619E0
1.132063094E1,-5.227475166E0,2.625622034E0,-2.272732019E0,6.275802619E0
1.132457117E1,-5.227475166E0,2.625622034E0,-2.272732019E0,6.275802619E0
