"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.112512111E0,-1.240020022E-1,6.972300261E-2,-3.009040058E-1,3.328378199E-1
1.116455880E0,-1.240020022E-1,6.972300261E-2,-3.009040058E-1,3.328378199E-1
1.120399481E0,7.957000285E-2,-9.144899994E-2,-1.111359969E-1,1.644552059E-1
1.124343481E0,7.957000285E-2,-9.144899994E-2,-1.111359969E-1,1.644552059E-1
1.128287558E0,7.957000285E-2,-9.144899994E-2,-1.111359969E-1,1.644552059E-1
1.132231490E0,7.957000285E-2,-9.144899994E-2,-1.111359969E-1,1.644552059E-1
1.136175798E0,7.957000285E-2,-9.144899994E-2,-1.111359969E-1,1.644552059E-1
1.140119798E0,-1.656899974E-2,-8.933900297E-2,-1.256179959E-1,1.550350608E-1
1.144063827E0,-1.656899974E-2,-8.933900297E-2,-1.256179959E-1,1.550350608E-1
1.148007212E0,-1.656899974E-2,-8.933900297E-2,-1.256179959E-1,1.550350608E-1
1.151951289E0,-1.656899974E-2,-8.933900297E-2,-1.256179959E-1,1.550350608E-1
1.155895284E0,-1.656899974E-2,-8.933900297E-2,-1.256179959E-1,1.550350608E-1
